Airline,Source,Destination,Total_Stops,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Duration_hours,Duration_mins,Arrival_hour,Arrival_min,Price
Air Asia,Kolkata,Banglore,0,1,3,19,35,2,30,22,5,5964
Jet Airways,Delhi,Cochin,2,27,5,19,10,23,50,19,0,15129
Jet Airways,Delhi,Cochin,2,18,5,9,40,26,55,12,35,13029
Jet Airways,Banglore,Delhi,0,27,5,8,20,3,0,11,20,4030
GoAir,Kolkata,Banglore,1,18,5,16,40,7,35,0,15,10586
Air India,Mumbai,Hyderabad,2,6,3,11,35,31,50,19,25,17926
Jet Airways,Delhi,Cochin,0,6,6,11,0,3,15,14,15,9564
Jet Airways,Kolkata,Banglore,1,15,5,10,20,7,15,17,35,8355
Multiple carriers,Delhi,Cochin,1,6,6,10,20,15,10,1,30,6795
Air India,Delhi,Cochin,1,15,5,13,30,18,45,8,15,10671
Air India,Delhi,Cochin,2,27,3,13,20,18,20,7,40,10178
Vistara,Kolkata,Banglore,1,12,6,7,10,25,55,9,5,7927
Air India,Mumbai,Hyderabad,0,18,5,13,55,1,30,15,25,3100
Air India,Delhi,Cochin,2,6,3,19,45,23,30,19,15,12646
IndiGo,Delhi,Cochin,1,6,3,5,5,5,0,10,5,7894
IndiGo,Banglore,Delhi,0,24,6,1,30,2,45,4,15,3943
Multiple carriers,Delhi,Cochin,1,9,5,11,25,7,50,19,15,7575
Jet Airways,Delhi,Cochin,2,6,3,5,25,38,20,19,45,16914
Vistara,Delhi,Cochin,0,24,6,14,40,3,10,17,50,6216
IndiGo,Delhi,Cochin,1,21,5,17,5,5,10,22,15,6147
IndiGo,Delhi,Cochin,1,15,5,17,30,8,0,1,30,6979
Air India,Delhi,Cochin,0,27,5,18,5,3,5,21,10,6094
Jet Airways,Delhi,Cochin,1,27,3,20,50,7,35,4,25,12242
Air India,Kolkata,Banglore,2,12,6,12,0,9,50,21,50,9416
Air India,Delhi,Cochin,2,21,3,13,15,20,10,9,25,7107
Jet Airways,Delhi,Cochin,2,9,6,21,25,21,35,19,0,13292
IndiGo,Chennai,Kolkata,0,3,3,7,55,2,20,10,15,7295
IndiGo,Banglore,Delhi,0,18,4,0,30,2,55,3,25,4423
IndiGo,Banglore,New_Delhi,0,24,3,23,30,2,50,2,20,5694
Jet Airways,Banglore,New_Delhi,1,24,3,5,45,4,40,10,25,8147
Multiple carriers,Delhi,Cochin,1,27,5,13,0,12,30,1,30,13377
Jet Airways,Banglore,New_Delhi,1,6,3,14,5,10,40,0,45,13502
Jet Airways,Delhi,Cochin,2,9,3,5,40,22,45,4,25,13764
Jet Airways,Kolkata,Banglore,1,6,6,17,0,16,45,9,45,12692
IndiGo,Kolkata,Banglore,0,18,5,17,15,2,35,19,50,4804
Jet Airways,Kolkata,Banglore,1,1,4,8,25,24,55,9,20,7064
Jet Airways,Delhi,Cochin,1,24,6,7,5,5,30,12,35,14924
IndiGo,Kolkata,Banglore,0,1,3,15,20,2,35,17,55,6565
Air India,Delhi,Cochin,2,18,5,16,40,26,35,19,15,9863
IndiGo,Delhi,Cochin,1,6,3,16,0,5,0,21,0,7725
Air India,Delhi,Cochin,2,15,5,22,0,21,15,19,15,11281
Jet Airways,Mumbai,Hyderabad,0,21,5,19,35,1,30,21,5,3210
Air India,Kolkata,Banglore,1,1,5,19,0,9,40,4,40,6117
Jet Airways,Delhi,Cochin,1,24,6,16,0,12,25,4,25,10262
IndiGo,Banglore,Delhi,0,1,4,4,0,2,50,6,50,3943
Jet Airways,Kolkata,Banglore,1,12,6,18,55,9,45,4,40,12576
Air Asia,Delhi,Cochin,1,21,4,7,55,5,30,13,25,7452
Jet Airways,Kolkata,Banglore,1,1,5,6,30,9,50,16,20,14781
Air India,Kolkata,Banglore,1,12,6,9,10,4,5,13,15,8996
Air India,Delhi,Cochin,1,6,3,13,30,18,45,8,15,11563
IndiGo,Banglore,New_Delhi,0,9,3,4,0,2,50,6,50,4777
IndiGo,Kolkata,Banglore,0,9,4,15,30,2,35,18,5,4174
SpiceJet,Kolkata,Banglore,0,6,6,17,10,2,30,19,40,3841
Jet Airways,Delhi,Cochin,2,24,6,18,20,10,5,4,25,13775
Air India,Delhi,Cochin,1,27,3,17,20,16,5,9,25,5117
Jet Airways,Mumbai,Hyderabad,0,15,6,19,35,1,30,21,5,5678
Jet Airways,Delhi,Cochin,1,1,4,14,0,5,0,19,0,5177
SpiceJet,Delhi,Cochin,1,9,5,17,55,4,55,22,50,5975
IndiGo,Banglore,New_Delhi,0,3,3,0,40,2,45,3,25,6860
IndiGo,Kolkata,Banglore,0,18,5,9,35,2,45,12,20,4804
Multiple carriers,Delhi,Cochin,1,27,6,11,30,14,0,1,30,13377
Air India,Delhi,Cochin,1,21,5,10,0,9,15,19,15,8372
Multiple carriers,Delhi,Cochin,1,1,6,9,0,12,0,21,0,7933
IndiGo,Mumbai,Hyderabad,0,15,5,6,25,1,30,7,55,4049
Air India,Banglore,New_Delhi,0,3,3,10,0,2,45,12,45,11423
Jet Airways,Kolkata,Banglore,1,15,5,18,55,21,25,16,20,10844
Jet Airways,Delhi,Cochin,2,21,3,9,40,42,45,4,25,12819
SpiceJet,Banglore,Delhi,0,18,4,21,10,2,55,0,5,5621
Air India,Banglore,Delhi,0,9,5,17,0,2,45,19,45,5228
Jet Airways,Delhi,Cochin,2,27,3,5,25,38,20,19,45,9254
IndiGo,Mumbai,Hyderabad,0,1,5,6,25,1,30,7,55,4392
Jet Airways,Mumbai,Hyderabad,0,21,3,10,20,1,30,11,50,8040
Air Asia,Banglore,Delhi,0,27,4,11,10,2,45,13,55,4483
Air India,Delhi,Cochin,2,3,3,9,45,23,40,9,25,12760
Jet Airways,Banglore,Delhi,0,15,5,15,15,2,55,18,10,7229
Vistara,Banglore,Delhi,0,24,4,7,0,2,40,9,40,5403
Air India,Delhi,Cochin,1,21,3,7,0,12,15,19,15,7934
GoAir,Kolkata,Banglore,1,15,5,23,30,8,15,7,45,6945
SpiceJet,Banglore,Delhi,0,6,4,9,30,2,50,12,20,4423
Jet Airways,Mumbai,Hyderabad,0,15,3,7,10,1,25,8,35,8040
Jet Airways,Delhi,Cochin,1,9,5,8,0,11,0,19,0,11399
Jet Airways,Delhi,Cochin,0,21,4,11,0,3,15,14,15,7202
Multiple carriers,Delhi,Cochin,1,9,5,11,30,9,30,21,0,13727
SpiceJet,Delhi,Cochin,1,24,6,17,55,4,55,22,50,4957
Jet Airways,Delhi,Cochin,1,3,6,13,0,6,0,19,0,10262
SpiceJet,Mumbai,Hyderabad,0,3,4,5,45,1,30,7,15,2017
Jet Airways,Delhi,Cochin,1,27,3,18,15,10,10,4,25,12242
Jet Airways,Mumbai,Hyderabad,0,1,3,10,20,1,30,11,50,10875
Jet Airways,Kolkata,Banglore,1,9,6,14,5,6,40,20,45,10844
Air Asia,Kolkata,Banglore,0,3,6,10,20,2,35,12,55,4409
Air India,Banglore,New_Delhi,1,21,3,6,55,16,25,23,20,6987
Jet Airways,Delhi,Cochin,2,27,3,5,40,22,45,4,25,12074
Multiple carriers,Delhi,Cochin,1,6,6,11,25,7,50,19,15,7354
Air India,Delhi,Cochin,2,3,6,16,55,26,20,19,15,13381
Air India,Delhi,Cochin,0,15,6,5,10,2,50,8,0,5201
Jet Airways,Kolkata,Banglore,1,1,5,16,30,19,30,12,0,9663
Air India,Delhi,Cochin,0,9,5,18,5,3,5,21,10,6094
Jet Airways,Delhi,Cochin,0,12,5,11,0,3,15,14,15,7202
Vistara,Chennai,Kolkata,0,6,6,17,45,2,20,20,5,11982
Jet Airways,Banglore,New_Delhi,1,21,3,7,0,9,10,16,10,7832
Air India,Chennai,Kolkata,0,9,3,11,40,2,15,13,55,7817
Jet Airways,Delhi,Cochin,1,18,5,13,0,6,0,19,0,12373
Jet Airways,Kolkata,Banglore,1,18,5,8,25,9,50,18,15,10844
Jet Airways,Delhi,Cochin,2,9,6,6,45,29,50,12,35,13376
Multiple carriers,Delhi,Cochin,1,27,6,9,45,6,25,16,10,9646
SpiceJet,Kolkata,Banglore,0,6,6,22,20,2,20,0,40,3841
SpiceJet,Delhi,Cochin,1,21,3,16,35,6,15,22,50,4957
IndiGo,Kolkata,Banglore,0,9,3,21,25,2,40,0,5,4148
Jet Airways,Banglore,New_Delhi,1,1,3,22,50,6,15,5,5,26890
Jet Airways,Delhi,Cochin,2,27,3,19,10,24,35,19,45,8834
IndiGo,Delhi,Cochin,1,24,4,2,0,5,45,7,45,5241
Jet Airways,Delhi,Cochin,0,27,5,11,0,3,15,14,15,7989
IndiGo,Delhi,Cochin,1,12,6,10,35,14,55,1,30,5883
Air Asia,Kolkata,Banglore,1,18,5,6,50,3,40,10,30,6857
SpiceJet,Banglore,New_Delhi,1,15,3,15,35,8,5,23,40,5822
Jet Airways,Delhi,Cochin,1,9,6,15,0,13,25,4,25,10262
Jet Airways,Mumbai,Hyderabad,0,12,6,7,5,1,25,8,30,4995
SpiceJet,Banglore,Delhi,0,21,4,9,30,2,50,12,20,4991
Jet Airways,Banglore,New_Delhi,1,6,3,5,45,15,35,21,20,16736
Jet Airways,Delhi,Cochin,2,12,6,11,40,7,20,19,0,18804
IndiGo,Delhi,Cochin,1,1,6,8,35,13,55,22,30,6442
Air India,Kolkata,Banglore,0,18,3,14,15,2,30,16,45,5170
SpiceJet,Banglore,New_Delhi,0,18,3,20,30,2,50,23,20,4377
Jet Airways,Delhi,Cochin,0,9,6,11,0,3,15,14,15,9564
SpiceJet,Banglore,Delhi,0,27,6,5,55,2,40,8,35,3573
Jet Airways,Delhi,Cochin,1,6,3,17,30,26,15,19,45,17024
Air Asia,Banglore,Delhi,0,21,5,4,55,2,50,7,45,3383
Jet Airways,Banglore,New_Delhi,1,1,3,14,5,6,15,20,20,27992
Jet Airways,Banglore,Delhi,0,12,5,8,20,3,0,11,20,7229
Jet Airways,Banglore,New_Delhi,1,15,3,5,45,4,40,10,25,9134
Air India,Mumbai,Hyderabad,0,21,6,15,0,1,25,16,25,3100
Multiple carriers,Delhi,Cochin,1,15,5,9,0,12,0,21,0,13727
Vistara,Kolkata,Banglore,1,1,4,7,10,13,10,20,20,8452
Jet Airways,Delhi,Cochin,1,3,6,10,0,9,0,19,0,14714
Jet Airways,Banglore,New_Delhi,1,15,3,9,45,6,10,15,55,7280
Air India,Mumbai,Hyderabad,2,6,3,13,30,3,25,16,55,18797
IndiGo,Mumbai,Hyderabad,0,3,6,12,0,1,30,13,30,2754
Air Asia,Kolkata,Banglore,0,3,6,22,50,2,30,1,20,4409
IndiGo,Delhi,Cochin,0,27,4,14,20,3,15,17,35,5021
Jet Airways,Mumbai,Hyderabad,0,9,3,6,30,1,30,8,0,8040
Air India,Delhi,Cochin,1,15,6,9,0,10,15,19,15,10454
Multiple carriers,Delhi,Cochin,1,15,5,3,50,8,45,12,35,10197
Air India,Banglore,Delhi,0,12,5,6,10,2,45,8,55,5228
Jet Airways,Delhi,Cochin,1,9,6,14,0,5,0,19,0,14714
Air India,Banglore,New_Delhi,0,15,3,6,10,2,45,8,55,7276
IndiGo,Delhi,Cochin,1,27,3,2,35,5,55,8,30,7731
Air Asia,Kolkata,Banglore,1,18,5,19,55,3,35,23,30,6857
Air India,Banglore,Delhi,0,18,6,5,45,3,0,8,45,6961
Jet Airways,Delhi,Cochin,2,21,3,10,45,17,40,4,25,7791
IndiGo,Banglore,New_Delhi,0,21,3,10,10,2,50,13,0,4777
Jet Airways,Delhi,Cochin,1,9,3,19,15,9,10,4,25,16289
Jet Airways,Kolkata,Banglore,1,1,4,18,55,9,45,4,40,12681
IndiGo,Banglore,Delhi,0,27,4,18,25,2,55,21,20,4823
Jet Airways,Delhi,Cochin,2,9,6,9,40,26,55,12,35,13014
Jet Airways,Delhi,Cochin,1,6,4,7,5,11,55,19,0,5406
Multiple carriers,Delhi,Cochin,1,15,5,7,30,11,30,19,0,9315
Air India,Delhi,Cochin,1,9,5,12,30,20,55,9,25,7480
Jet Airways,Banglore,New_Delhi,1,18,3,14,5,5,5,19,10,14815
Air India,Kolkata,Banglore,1,24,3,20,30,19,45,16,15,12173
Air India,Banglore,New_Delhi,2,15,3,5,50,17,55,23,45,7664
Air India,Delhi,Cochin,2,6,6,17,15,26,0,19,15,12777
Multiple carriers,Delhi,Cochin,1,27,5,7,30,11,45,19,15,8837
Jet Airways,Kolkata,Banglore,1,1,5,21,10,12,55,10,5,10844
Jet Airways,Kolkata,Banglore,1,24,5,6,30,13,20,19,50,14571
IndiGo,Delhi,Cochin,1,15,6,7,30,13,30,21,0,6093
IndiGo,Delhi,Cochin,1,6,3,8,35,7,35,16,10,7514
IndiGo,Delhi,Cochin,0,18,5,14,25,3,15,17,40,6015
Jet Airways,Delhi,Cochin,1,21,5,10,0,18,25,4,25,12898
Air India,Delhi,Cochin,1,1,6,19,0,24,15,19,15,8792
IndiGo,Banglore,Delhi,0,15,5,8,30,2,50,11,20,4823
SpiceJet,Banglore,Delhi,0,1,4,5,55,2,40,8,35,3919
IndiGo,Chennai,Kolkata,0,1,5,13,15,2,20,15,35,3597
SpiceJet,Mumbai,Hyderabad,0,21,5,5,45,1,30,7,15,2017
Air Asia,Banglore,Delhi,0,27,6,23,55,2,50,2,45,3383
SpiceJet,Mumbai,Hyderabad,0,18,6,22,45,1,30,0,15,1965
Jet Airways,Delhi,Cochin,1,24,6,2,15,10,20,12,35,10262
Jet Airways,Delhi,Cochin,1,3,3,16,0,12,25,4,25,17234
Jet Airways,Kolkata,Banglore,1,9,6,20,0,8,40,4,40,14178
IndiGo,Delhi,Cochin,1,3,6,2,0,5,25,7,25,5636
IndiGo,Banglore,Delhi,0,15,4,18,55,2,55,21,50,4823
Air India,Delhi,Cochin,1,21,5,12,30,20,55,9,25,7480
Jet Airways,Kolkata,Banglore,1,9,6,18,55,21,25,16,20,14571
IndiGo,Mumbai,Hyderabad,0,1,3,9,10,1,30,10,40,13999
Jet Airways,Kolkata,Banglore,1,18,5,20,25,24,40,21,5,14151
Air India,Banglore,Delhi,0,1,5,21,5,2,50,23,55,6121
SpiceJet,Chennai,Kolkata,0,24,5,8,20,2,15,10,35,3543
Air India,Delhi,Cochin,2,18,5,19,45,23,30,19,15,10651
Jet Airways,Delhi,Cochin,2,21,5,23,5,29,20,4,25,15129
IndiGo,Delhi,Cochin,1,24,6,7,15,5,15,12,30,6582
Jet Airways,Delhi,Cochin,2,27,5,5,30,7,5,12,35,15544
IndiGo,Delhi,Cochin,1,27,3,18,35,7,0,1,35,8574
IndiGo,Mumbai,Hyderabad,0,9,3,2,30,1,30,4,0,4784
IndiGo,Delhi,Cochin,1,3,6,5,5,7,5,12,10,6818
Jet Airways,Banglore,New_Delhi,1,1,3,14,5,19,25,9,30,25735
Jet Airways,Delhi,Cochin,2,9,4,13,25,29,35,19,0,9483
Jet Airways,Delhi,Cochin,2,24,6,19,30,17,5,12,35,10368
Multiple carriers,Delhi,Cochin,1,15,5,9,0,12,0,21,0,8073
IndiGo,Kolkata,Banglore,0,1,3,22,10,2,45,0,55,4778
Jet Airways,Kolkata,Banglore,1,18,5,20,0,8,40,4,40,13941
Jet Airways,Kolkata,Banglore,1,1,5,16,30,6,5,22,35,10844
Jet Airways,Kolkata,Banglore,1,9,5,6,30,13,20,19,50,10844
SpiceJet,Kolkata,Banglore,0,24,5,9,0,2,25,11,25,3841
Jet Airways,Kolkata,Banglore,1,15,5,6,30,9,50,16,20,10844
Jet Airways,Delhi,Cochin,2,27,3,5,10,13,40,18,50,8728
Jet Airways,Kolkata,Banglore,1,1,5,20,25,18,0,14,25,11467
Multiple carriers,Delhi,Cochin,1,6,3,9,0,6,30,15,30,15078
Multiple carriers,Delhi,Cochin,1,6,6,17,0,8,30,1,30,7198
Air India,Delhi,Cochin,1,24,6,21,0,10,40,7,40,8372
Multiple carriers,Delhi,Cochin,1,27,5,16,0,9,30,1,30,7308
SpiceJet,Delhi,Cochin,1,27,3,8,45,4,30,13,15,4414
IndiGo,Kolkata,Banglore,0,18,4,14,25,2,30,16,55,5224
Jet Airways,Banglore,New_Delhi,1,21,3,5,45,10,25,16,10,7832
IndiGo,Banglore,New_Delhi,0,9,3,1,30,2,45,4,15,6860
Multiple carriers,Delhi,Cochin,1,6,3,13,0,12,35,1,35,15136
Jet Airways,Delhi,Cochin,1,27,3,16,0,27,45,19,45,5963
Air India,Delhi,Cochin,2,27,3,21,30,21,45,19,15,8665
Jet Airways,Delhi,Cochin,2,21,5,23,5,29,20,4,25,15129
SpiceJet,Kolkata,Banglore,0,18,5,17,10,2,30,19,40,3841
Multiple carriers,Delhi,Cochin,1,9,6,10,0,15,30,1,30,13377
Jet Airways,Delhi,Cochin,2,9,3,5,25,23,0,4,25,16914
Jet Airways,Delhi,Cochin,1,9,6,2,15,16,45,19,0,10262
IndiGo,Kolkata,Banglore,1,9,5,17,35,4,40,22,15,5386
Jet Airways,Kolkata,Banglore,1,15,5,21,10,7,30,4,40,14388
Jet Airways,Delhi,Cochin,2,27,5,5,30,13,30,19,0,15129
IndiGo,Delhi,Cochin,1,15,5,11,55,10,35,22,30,6442
Jet Airways,Delhi,Cochin,2,3,6,19,30,17,5,12,35,10368
Jet Airways,Delhi,Cochin,1,21,3,15,0,27,50,18,50,12767
Jet Airways,Delhi,Cochin,1,6,6,15,0,13,25,4,25,10262
Multiple carriers,Delhi,Cochin,1,12,6,8,0,13,0,21,0,7408
Multiple carriers,Delhi,Cochin,1,27,6,10,0,11,0,21,0,13587
Air India,Kolkata,Banglore,1,15,5,16,50,15,5,7,55,8891
IndiGo,Delhi,Cochin,1,6,6,10,35,14,55,1,30,5883
Jet Airways,Delhi,Cochin,1,27,6,13,0,23,35,12,35,10262
Jet Airways,Kolkata,Banglore,1,9,6,21,10,23,35,20,45,10844
Jet Airways,Kolkata,Banglore,1,9,5,6,30,13,20,19,50,14781
IndiGo,Chennai,Kolkata,0,15,3,14,40,2,25,17,5,6297
Air Asia,Kolkata,Banglore,0,12,5,22,50,2,30,1,20,4409
Air India,Delhi,Cochin,2,9,6,10,55,8,20,19,15,12383
SpiceJet,Mumbai,Hyderabad,0,3,5,13,15,1,30,14,45,2017
Air India,Mumbai,Hyderabad,1,6,3,19,0,14,10,9,10,12308
SpiceJet,Chennai,Kolkata,0,18,3,17,45,2,20,20,5,3384
Jet Airways,Banglore,New_Delhi,1,15,3,8,55,7,15,16,10,9134
IndiGo,Delhi,Cochin,1,18,5,2,0,5,25,7,25,7464
Multiple carriers,Delhi,Cochin,1,27,4,7,10,9,0,16,10,6093
Multiple carriers,Delhi,Cochin,1,3,3,4,0,14,50,18,50,15237
Jet Airways,Mumbai,Hyderabad,0,1,5,7,5,1,25,8,30,4995
Air India,Delhi,Cochin,0,24,5,14,10,3,0,17,10,6934
Jet Airways,Kolkata,Banglore,1,1,4,21,10,12,55,10,5,13784
Air Asia,Kolkata,Banglore,0,15,6,10,20,2,35,12,55,4409
Multiple carriers,Delhi,Cochin,1,27,5,13,0,6,15,19,15,15898
Air India,Delhi,Cochin,2,21,5,17,15,26,0,19,15,11989
SpiceJet,Mumbai,Hyderabad,0,3,6,13,15,1,30,14,45,2017
Multiple carriers,Delhi,Cochin,1,1,6,4,55,14,5,19,0,11098
IndiGo,Delhi,Cochin,1,21,5,17,30,8,0,1,30,6794
Jet Airways,Kolkata,Banglore,1,1,5,21,10,12,10,9,20,10844
Multiple carriers,Delhi,Cochin,2,9,3,15,5,10,30,1,35,34608
Air India,Delhi,Cochin,0,15,5,14,10,3,0,17,10,6094
IndiGo,Kolkata,Banglore,1,9,5,15,15,5,15,20,30,4565
Air India,Delhi,Cochin,3,27,5,5,15,38,0,19,15,10493
Air India,Delhi,Cochin,2,27,6,19,45,23,30,19,15,9653
Air India,Banglore,New_Delhi,2,18,3,6,45,27,50,10,35,12305
Air India,Banglore,Delhi,0,15,5,10,0,2,45,12,45,6961
Multiple carriers,Delhi,Cochin,1,15,5,6,0,6,35,12,35,9794
Multiple carriers,Delhi,Cochin,1,27,5,17,30,8,0,1,30,13377
Jet Airways,Delhi,Cochin,1,27,5,2,15,16,45,19,0,12898
Multiple carriers,Delhi,Cochin,1,27,6,11,25,7,50,19,15,7155
Multiple carriers,Delhi,Cochin,1,24,6,15,0,10,30,1,30,13377
Vistara,Banglore,Delhi,0,3,5,11,30,2,50,14,20,4668
IndiGo,Banglore,New_Delhi,1,1,3,7,30,4,50,12,20,8110
Jet Airways,Banglore,Delhi,0,6,4,8,20,3,0,11,20,4544
Air India,Delhi,Cochin,2,27,6,16,40,26,35,19,15,9653
Jet Airways,Kolkata,Banglore,1,1,5,8,25,9,50,18,15,14781
Vistara Premium economy,Banglore,Delhi,0,6,4,11,30,2,50,14,20,5969
SpiceJet,Mumbai,Hyderabad,0,3,4,13,15,1,30,14,45,2017
Jet Airways,Kolkata,Banglore,1,6,6,17,0,6,35,23,35,14151
Jet Airways,Kolkata,Banglore,1,9,6,16,30,12,10,4,40,13731
Jet Airways,Delhi,Cochin,1,3,3,9,0,9,50,18,50,15400
Jet Airways,Kolkata,Banglore,1,9,5,9,35,25,20,10,55,8066
Jet Airways,Delhi,Cochin,2,3,3,5,40,37,10,18,50,21314
Air India,Banglore,New_Delhi,1,1,3,11,5,11,40,22,45,14069
Jet Airways,Mumbai,Hyderabad,0,15,3,15,50,1,30,17,20,2470
IndiGo,Kolkata,Banglore,0,24,4,20,20,2,35,22,55,4804
Air India,Banglore,New_Delhi,1,15,3,5,50,7,5,12,55,9029
IndiGo,Kolkata,Banglore,0,12,5,4,40,2,35,7,15,4804
Jet Airways,Delhi,Cochin,2,9,5,23,5,19,55,19,0,15129
IndiGo,Mumbai,Hyderabad,0,24,3,19,5,1,25,20,30,2754
Jet Airways,Kolkata,Banglore,1,1,4,21,10,11,5,8,15,13364
IndiGo,Kolkata,Banglore,1,24,3,17,35,4,40,22,15,6933
Jet Airways,Delhi,Cochin,2,18,5,23,5,13,30,12,35,15129
Multiple carriers,Delhi,Cochin,1,9,6,11,25,7,35,19,0,11200
Jet Airways,Mumbai,Hyderabad,0,15,5,2,55,1,25,4,20,3210
Jet Airways,Mumbai,Hyderabad,0,18,6,10,20,1,30,11,50,8040
Jet Airways,Delhi,Cochin,2,12,6,14,35,13,50,4,25,10919
IndiGo,Delhi,Cochin,1,27,6,7,35,8,35,16,10,6442
IndiGo,Delhi,Cochin,0,1,4,14,20,3,15,17,35,4729
IndiGo,Delhi,Cochin,1,6,3,11,55,10,25,22,20,6442
SpiceJet,Kolkata,Banglore,0,12,6,22,20,2,20,0,40,3841
Air India,Delhi,Cochin,2,3,6,19,45,23,30,19,15,10441
Multiple carriers,Delhi,Cochin,1,1,6,10,0,11,0,21,0,13587
Jet Airways,Kolkata,Banglore,1,15,5,20,25,18,0,14,25,11467
IndiGo,Chennai,Kolkata,0,3,3,13,20,2,15,15,35,7295
SpiceJet,Chennai,Kolkata,0,1,5,9,45,2,15,12,0,3597
Multiple carriers,Delhi,Cochin,1,9,5,6,40,12,35,19,15,7787
IndiGo,Delhi,Cochin,1,6,3,6,40,14,20,21,0,14871
IndiGo,Chennai,Kolkata,0,15,6,15,40,2,45,18,25,3540
IndiGo,Delhi,Cochin,1,1,6,6,50,15,40,22,30,6442
Air Asia,Banglore,Delhi,0,24,6,11,10,2,45,13,55,3383
Air Asia,Kolkata,Banglore,0,18,4,22,50,2,30,1,20,4409
IndiGo,Chennai,Kolkata,0,9,5,7,55,2,20,10,15,3850
Multiple carriers,Delhi,Cochin,1,24,6,13,15,9,15,22,30,8018
Jet Airways,Kolkata,Banglore,1,1,4,20,25,18,40,15,5,11467
Vistara,Banglore,Delhi,0,6,6,11,30,2,50,14,20,4668
Jet Airways,Delhi,Cochin,2,24,6,17,35,25,25,19,0,13922
Air India,Mumbai,Hyderabad,0,6,5,6,20,1,20,7,40,3625
Air Asia,Kolkata,Banglore,0,18,5,19,55,2,30,22,25,5989
IndiGo,Banglore,Delhi,0,21,4,4,0,2,50,6,50,4423
Jet Airways,Delhi,Cochin,0,18,6,9,50,3,15,13,5,9564
Jet Airways,Kolkata,Banglore,1,12,6,16,30,25,45,18,15,8529
Air India,Kolkata,Banglore,0,6,6,20,45,2,35,23,20,4145
IndiGo,Kolkata,Banglore,0,3,5,17,15,2,35,19,50,4804
IndiGo,Delhi,Cochin,1,1,6,14,20,8,10,22,30,6938
Jet Airways,Banglore,New_Delhi,1,6,3,8,0,23,40,7,40,14815
Multiple carriers,Delhi,Cochin,1,6,3,7,30,11,45,19,15,15077
Jet Airways,Delhi,Cochin,2,15,6,9,40,9,20,19,0,13014
Air India,Kolkata,Banglore,2,9,6,5,50,14,35,20,25,11201
Jet Airways,Kolkata,Banglore,1,6,6,20,25,21,35,18,0,12692
Multiple carriers,Delhi,Cochin,1,1,6,9,45,6,25,16,10,9646
Jet Airways,Delhi,Cochin,1,24,5,22,50,5,35,4,25,16079
Air India,Kolkata,Banglore,2,15,5,9,10,25,55,11,5,6117
Multiple carriers,Delhi,Cochin,1,9,6,15,15,10,15,1,30,6795
Air India,Mumbai,Hyderabad,0,1,6,21,5,1,20,22,25,3100
Jet Airways,Delhi,Cochin,1,9,5,2,15,10,20,12,35,15851
Vistara,Chennai,Kolkata,0,6,6,7,5,2,15,9,20,3687
IndiGo,Banglore,Delhi,0,12,4,16,55,3,0,19,55,4990
Jet Airways,Delhi,Cochin,1,9,5,19,15,23,45,19,0,15554
Multiple carriers,Delhi,Cochin,1,15,6,6,0,13,15,19,15,9526
IndiGo,Delhi,Cochin,0,18,5,5,35,3,15,8,50,6015
Air India,Kolkata,Banglore,2,1,5,12,0,9,50,21,50,10676
Jet Airways,Delhi,Cochin,1,27,5,18,15,18,20,12,35,12898
Jet Airways,Delhi,Cochin,2,27,5,23,5,29,20,4,25,15129
Multiple carriers,Delhi,Cochin,1,21,3,11,30,7,45,19,15,13378
SpiceJet,Kolkata,Banglore,0,1,6,9,0,2,25,11,25,4174
Multiple carriers,Delhi,Cochin,1,21,5,11,25,7,35,19,0,9103
IndiGo,Chennai,Kolkata,0,9,6,7,55,2,20,10,15,3850
Vistara,Delhi,Cochin,0,9,6,14,40,3,10,17,50,6216
Vistara,Kolkata,Banglore,1,1,4,17,0,6,25,23,25,8610
Jet Airways,Kolkata,Banglore,1,6,6,17,0,16,45,9,45,10539
IndiGo,Delhi,Cochin,1,9,3,11,55,10,25,22,20,6674
Multiple carriers,Delhi,Cochin,1,24,6,8,0,13,0,21,0,7618
IndiGo,Banglore,Delhi,0,21,4,0,30,2,55,3,25,3943
Vistara,Banglore,New_Delhi,0,24,3,16,0,2,35,18,35,11913
IndiGo,Banglore,New_Delhi,0,9,3,18,55,2,50,21,45,6860
Jet Airways,Delhi,Cochin,2,12,6,5,30,13,30,19,0,13292
Multiple carriers,Delhi,Cochin,1,6,3,2,15,13,15,15,30,17057
Jet Airways,Delhi,Cochin,2,27,6,5,30,13,30,19,0,13014
Air India,Delhi,Cochin,2,3,3,7,5,36,10,19,15,11552
IndiGo,Chennai,Kolkata,0,12,3,11,35,2,25,14,0,6297
IndiGo,Chennai,Kolkata,0,24,3,11,35,2,25,14,0,4332
Air India,Delhi,Cochin,0,21,3,5,10,2,50,8,0,5674
Multiple carriers,Delhi,Cochin,1,21,5,7,5,12,10,19,15,10711
Jet Airways,Kolkata,Banglore,1,1,4,9,35,8,25,18,0,11467
Air India,Kolkata,Banglore,2,6,5,16,50,22,15,15,5,12434
Air India,Delhi,Cochin,0,24,6,18,5,3,5,21,10,5201
Vistara,Banglore,Delhi,0,18,5,17,0,2,35,19,35,4878
Jet Airways,Delhi,Cochin,2,6,6,5,30,22,55,4,25,13014
SpiceJet,Chennai,Kolkata,0,6,6,8,20,2,15,10,35,3597
